state,district,district_number,candidate,party,ballotpedia_status,election_phase,incumbent,candidate_connection,candidate_url,source_url,raw_candidate_text,source_table_index,source_table_columns,section_note
Texas,District 10,10,Carl Segan,Republican Party,did_not_make_ballot,Republican primary,False,True,https://ballotpedia.org/Carl_Segan,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Carl Segan,,,
Texas,District 10,10,Phil Suarez,Republican Party,did_not_make_ballot,Republican primary,False,True,https://ballotpedia.org/Phil_Suarez,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Phil Suarez,,,
Texas,District 11,11,August Pfluger,Republican Party,active,General election,True,False,https://ballotpedia.org/August_Pfluger,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",August Pfluger (Incumbent) (Republican Party),,,
Texas,District 11,11,Claire Reynolds,Democratic Party,active,General election,False,True,https://ballotpedia.org/Claire_Reynolds,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Claire Reynolds (Democratic Party),,,
Texas,District 11,11,Claire Reynolds,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Claire_Reynolds,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Claire Reynolds,,,
Texas,District 11,11,Pedro Ruiz,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Pedro_Ruiz,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Pedro Ruiz,,,
Texas,District 11,11,August Pfluger,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/August_Pfluger,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",August Pfluger (Incumbent),,,
Texas,District 11,11,James Ussery,Republican Party,did_not_make_ballot,Republican primary,False,False,https://ballotpedia.org/James_Ussery,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",James Ussery,,,
Texas,District 12,12,Craig Goldman,Republican Party,active,General election,True,False,https://ballotpedia.org/Craig_Goldman,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Craig Goldman (Incumbent) (Republican Party),,,
Texas,District 12,12,Heli Rodriguez Prilliman,Democratic Party,active,General election,False,False,https://ballotpedia.org/Heli_Rodriguez_Prilliman,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Heli Rodriguez Prilliman (Democratic Party),,,
Texas,District 12,12,Kenneth Morgan-Aguilera,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Kenneth_Morgan-Aguilera,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Kenneth Morgan-Aguilera,,,
Texas,District 12,12,Heli Rodriguez Prilliman,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Heli_Rodriguez_Prilliman,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Heli Rodriguez Prilliman,,,
Texas,District 12,12,Craig Goldman,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Craig_Goldman,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Craig Goldman (Incumbent),,,
Texas,District 12,12,Brian Sprague,Republican Party,did_not_make_ballot,Republican primary,False,True,https://ballotpedia.org/Brian_Sprague,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Brian Sprague,,,
Texas,District 12,12,Semaj Swire,Republican Party,did_not_make_ballot,Republican primary,False,False,https://ballotpedia.org/Semaj_Swire,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Semaj Swire,,,
Texas,District 13,13,Ronny L. Jackson,Republican Party,active,General election,True,False,https://ballotpedia.org/Ronny_Jackson,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Ronny L. Jackson (Incumbent) (Republican Party),,,
Texas,District 13,13,Mark Nair,Democratic Party,active,General election,False,True,https://ballotpedia.org/Mark_Nair,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Mark Nair (Democratic Party),,,
Texas,District 13,13,Mark Nair,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Mark_Nair,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Mark Nair,,,
Texas,District 13,13,Ronny L. Jackson,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Ronny_Jackson,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Ronny L. Jackson (Incumbent),,,
Texas,District 13,13,Chasity Wedgeworth,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Chasity_Wedgeworth,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Chasity Wedgeworth,,,
Texas,District 14,14,Randy Weber,Republican Party,active,General election,True,False,https://ballotpedia.org/Randy_Weber,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Randy Weber (Incumbent) (Republican Party),,,
Texas,District 14,14,Thurman Bill Bartie,Democratic Party,active,Democratic primary runoff,False,True,https://ballotpedia.org/Thurman_Bill_Bartie,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Thurman Bill Bartie,,,
Texas,District 14,14,Richard Davis,Democratic Party,active,Democratic primary runoff,False,True,https://ballotpedia.org/Richard_Davis_(Texas_congressional_candidate),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Richard Davis,,,
Texas,District 14,14,Thurman Bill Bartie,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Thurman_Bill_Bartie,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Thurman Bill Bartie,,,
Texas,District 14,14,Richard Davis,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Richard_Davis_(Texas_congressional_candidate),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Richard Davis,,,
Texas,District 14,14,Konstantinos Vogiatzis,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Konstantinos_Vogiatzis,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Konstantinos Vogiatzis,,,
Texas,District 14,14,Robert Thomas,Democratic Party,did_not_make_ballot,Democratic primary,False,False,https://ballotpedia.org/Robert_Thomas_(Texas),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Robert Thomas,,,
Texas,District 14,14,Randy Weber,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Randy_Weber,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Randy Weber (Incumbent),,,
Texas,District 14,14,Jessica Forgy,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Jessica_Forgy,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Jessica Forgy,,,
Texas,District 15,15,Monica De La Cruz,Republican Party,active,General election,True,False,https://ballotpedia.org/Monica_De_La_Cruz,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Monica De La Cruz (Incumbent) (Republican Party),,,
Texas,District 15,15,Bobby Pulido,Democratic Party,active,General election,False,True,https://ballotpedia.org/Bobby_Pulido,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Bobby Pulido (Democratic Party),,,
Texas,District 15,15,Ada Cuellar,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Ada_Cuellar,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Ada Cuellar,,,
Texas,District 15,15,Bobby Pulido,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Bobby_Pulido,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Bobby Pulido,,,
Texas,District 15,15,Monica De La Cruz,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Monica_De_La_Cruz,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Monica De La Cruz (Incumbent),,,
Texas,District 15,15,Ponciano Garcia,Republican Party,did_not_make_ballot,Republican primary,False,False,https://ballotpedia.org/Ponciano_Garcia,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Ponciano Garcia,,,
Texas,District 16,16,Veronica Escobar,Democratic Party,active,General election,True,False,https://ballotpedia.org/Veronica_Escobar,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Veronica Escobar (Incumbent) (Democratic Party),,,
Texas,District 16,16,Adam Bauman,Republican Party,active,General election,False,False,https://ballotpedia.org/Adam_Bauman,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Adam Bauman (Republican Party),,,
Texas,District 16,16,Manuel Barraza,Republican Party,active,Republican primary runoff,False,False,https://ballotpedia.org/Manuel_Barraza,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Manuel Barraza,,,
Texas,District 16,16,Adam Bauman,Republican Party,active,Republican primary runoff,False,False,https://ballotpedia.org/Adam_Bauman,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Adam Bauman,,,
Texas,District 16,16,Veronica Escobar,Democratic Party,active,Democratic primary,True,False,https://ballotpedia.org/Veronica_Escobar,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Veronica Escobar (Incumbent),,,
Texas,District 16,16,Arturo Andujo,Democratic Party,did_not_make_ballot,Democratic primary,False,False,https://ballotpedia.org/Arturo_Andujo,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Arturo Andujo,,,
Texas,District 16,16,Manuel Barraza,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Manuel_Barraza,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Manuel Barraza,,,
Texas,District 16,16,Adam Bauman,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Adam_Bauman,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Adam Bauman,,,
Texas,District 16,16,Hector Cabildo,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Hector_Cabildo,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Hector Cabildo,,,
Texas,District 16,16,Raul Castaneda,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Raul_Castaneda,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Raul Castaneda,,,
Texas,District 16,16,Marisela Chavez,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Marisela_Chavez,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Marisela Chavez,,,
Texas,District 16,16,Deliris Montanez,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Deliris_Montanez,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Deliris Montanez,,,
Texas,District 16,16,Ruben Rios,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Ruben_Rios,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Ruben Rios,,,
Texas,District 17,17,Pete Sessions,Republican Party,active,General election,True,False,https://ballotpedia.org/Pete_Sessions,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Pete Sessions (Incumbent) (Republican Party),,,
Texas,District 17,17,Casey Shepard,Democratic Party,active,General election,False,True,https://ballotpedia.org/Casey_Shepard,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Casey Shepard (Democratic Party),,,
Texas,District 17,17,Jamilah Flores,Democratic Party,active,Democratic primary runoff,False,True,https://ballotpedia.org/Jamilah_Flores,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Jamilah Flores (unofficially withdrew),,,
Texas,District 17,17,Casey Shepard,Democratic Party,active,Democratic primary runoff,False,True,https://ballotpedia.org/Casey_Shepard,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Casey Shepard,,,
Texas,District 17,17,Jamilah Flores,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Jamilah_Flores,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Jamilah Flores,,,
Texas,District 17,17,J. Gordon Mitchell,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/J._Gordon_Mitchell,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",J. Gordon Mitchell,,,
Texas,District 17,17,Casey Shepard,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Casey_Shepard,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Casey Shepard,,,
Texas,District 17,17,Pete Sessions,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Pete_Sessions,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Pete Sessions (Incumbent),,,
Texas,District 18,18,Christian Menefee,Democratic Party,active,General election,True,False,https://ballotpedia.org/Christian_Menefee,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Christian Menefee (Incumbent) (Democratic Party),,,
Texas,District 18,18,Ronald Whitfield,Republican Party,active,General election,False,False,https://ballotpedia.org/Ronald_Whitfield,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Ronald Whitfield (Republican Party),,,
Texas,District 18,18,Al Green,Green Party,active,Democratic primary runoff,True,False,https://ballotpedia.org/Al_Green_(Texas),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Al Green (Incumbent),,,
Texas,District 18,18,Christian Menefee,Democratic Party,active,Democratic primary runoff,True,False,https://ballotpedia.org/Christian_Menefee,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Christian Menefee (Incumbent),,,
Texas,District 18,18,Al Green,Green Party,active,Democratic primary,True,False,https://ballotpedia.org/Al_Green_(Texas),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Al Green (Incumbent),,,
Texas,District 18,18,Christian Menefee,Democratic Party,active,Democratic primary,True,False,https://ballotpedia.org/Christian_Menefee,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Christian Menefee (Incumbent),,,
Texas,District 18,18,Gretchen Brown,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Gretchen_Brown,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",Gretchen Brown,,,
